App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
Toyota Cruisers & Trucks Mag,Others,4.5,10.0,80.0,500.0,Free,0.0,Everyone,No,Yes,No
"Daylio - Diary, Journal, Mood Tracker",LIFESTYLE,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
PulsePoint Respond,MEDICAL,4.5,7837.0,21.0,100000.0,Free,0.0,Everyone,No,No,No
CF-Bench,TOOLS,4.4,2132.0,0.103,100000.0,Free,0.0,Everyone,Yes,No,No
"ooVoo Video Calls, Messaging & Stories",Others,4.3,312204.0,34.0,19970000.0,Free,0.0,Everyone,Yes,No,No
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341.0,26.0,50000.0,Free,0.0,Teen,Yes,No,No
VitusVet: Pet Health Care App,MEDICAL,4.8,3052.0,12.0,100000.0,Free,0.0,Everyone,No,No,No
소녀전선,Others,4.1,68202.0,270.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Exploding Kittens® - Official,Others,4.6,45815.0,270.0,500000.0,Paid,1.99,Everyone 10+,No,Yes,Yes
Clover Dating App,Others,4.1,11633.0,23.0,500000.0,Free,0.0,Mature 17+,No,Yes,No
Project Makeover,Others,4.1,312204.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Red Ball 4,GAME,4.4,312204.0,59.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
EZ Notes Lite,PRODUCTIVITY,4.4,69.0,35.0,1000.0,Free,0.0,Everyone,No,No,No
justWink Greeting Cards,LIFESTYLE,4.6,69177.0,15.0,1000000.0,Free,0.0,Teen,No,Yes,No
포잉 POING,Others,4.0,2179.0,270.0,100000.0,Free,0.0,Teen,No,No,Yes
Fabulous: Daily Motivation & Habit Tracker,HEALTH_AND_FITNESS,4.5,312204.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Rento - Dice Board Game Online,GAME,4.3,205830.0,63.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
KPS CHAUHAN DY/DX,FAMILY,4.9,37.0,10.0,100.0,Free,0.0,Everyone,No,No,No
My Horse,FAMILY,4.5,312204.0,87.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788.0,10.0,1000000.0,Free,0.0,Everyone,Yes,No,No
New York Mysteries (Full),GAME,4.5,514.0,59.0,5000.0,Paid,6.99,Teen,Yes,No,No
ONE PIECE TREASURE CRUISE,Others,4.4,312204.0,270.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
"Komoot — Cycling, Hiking & Mountain Biking Maps",HEALTH_AND_FITNESS,4.2,2199.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Kenshō,Others,4.2,750.0,270.0,50000.0,Paid,3.99,Everyone 10+,No,No,Yes
Phoenix - Facebook & Messenger,Others,4.3,9606.0,34.0,100000.0,Free,0.0,Teen,No,No,No
Kids Videos,Others,4.1,559.0,64.0,100000.0,Free,0.0,Everyone,Yes,No,No
Advanced EX for NISSAN,TOOLS,2.9,164.0,0.144,5000.0,Paid,4.99,Everyone,No,No,No
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109.0,52.0,1000000.0,Free,0.0,Everyone,No,No,No
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401.0,33.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Trailer Addict Movie Trailers,Others,3.9,2646.0,91.0,100000.0,Free,0.0,Teen,Yes,No,No
H-Connect,HEALTH_AND_FITNESS,4.0,,15.0,5000.0,Free,0.0,Everyone,No,No,No
Undertale AU Amino,Others,4.8,5369.0,63.0,50000.0,Free,0.0,Teen,No,No,No
How to Write CV,BOOKS_AND_REFERENCE,4.6,244.0,41.0,100000.0,Free,0.0,Everyone,Yes,No,No
AI Today : Artificial Intelligence News & AI 101,Others,5.0,43.0,23.0,100.0,Free,0.0,Everyone,Yes,No,No
CB Frequencies,TOOLS,4.0,5.0,14.0,100.0,Paid,0.99,Everyone,No,No,No
Brightest Flashlight Free ®,TOOLS,4.7,312204.0,38.0,19970000.0,Free,0.0,Everyone,Yes,No,No
CreditWise from Capital One,FINANCE,4.6,26587.0,84.0,1000000.0,Free,0.0,Everyone,No,No,No
MIUI Style GO Weather EX,Others,4.2,2115.0,11.0,500000.0,Free,0.0,Everyone,No,No,No
DRAGON QUEST VIII,FAMILY,4.5,7812.0,27.0,50000.0,Paid,19.99,Everyone 10+,No,No,No
Real Gangster Crime,GAME,4.3,285814.0,84.0,10000000.0,Free,0.0,Teen,Yes,Yes,No
Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,38487.0,60.0,1000000.0,Free,0.0,Teen,Yes,Yes,No
Khan Academy,Others,4.6,85375.0,21.0,5000000.0,Free,0.0,Everyone,No,No,No
TorrDroid - Torrent Downloader,TOOLS,4.7,59632.0,10.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
DP Maker,PHOTOGRAPHY,4.2,784.0,18.0,100000.0,Free,0.0,Everyone,Yes,No,No
iFORA BP,MEDICAL,3.4,18.0,45.0,1000.0,Free,0.0,Everyone,No,No,No
ZOOM Cloud Meetings,BUSINESS,4.4,31614.0,37.0,10000000.0,Free,0.0,Everyone,No,No,No
MbH BM,MEDICAL,1.0,1.0,23.0,100.0,Free,0.0,Everyone,No,No,No
Urbanspoon Restaurant Reviews,Others,4.2,35560.0,13.0,5000000.0,Free,0.0,Everyone,No,No,No
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914.0,24.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Endless Numbers,FAMILY,4.4,2952.0,37.0,500000.0,Free,0.0,Everyone,No,Yes,No
Baba Yaad Hai?(BK's),FAMILY,4.8,160.0,13.0,10000.0,Free,0.0,Everyone,Yes,No,No
Ad Detector,TOOLS,3.8,208.0,0.73,50000.0,Free,0.0,Everyone,Yes,No,No
dt.se,Others,3.1,124.0,12.0,10000.0,Free,0.0,Everyone,Yes,No,No
Barry EC,TOOLS,,14.0,38.0,1000.0,Free,0.0,Everyone,No,No,No
CF.lumen,TOOLS,4.4,4901.0,19.0,100000.0,Free,0.0,Everyone,No,Yes,No
F-Secure Freedome for Business,BUSINESS,3.8,183.0,99.0,50000.0,Free,0.0,Everyone,No,No,No
Color Quartets,FAMILY,4.0,42.0,12.0,1000.0,Free,0.0,Everyone,Yes,Yes,No
BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123.0,65.0,1000.0,Free,0.0,Everyone,Yes,No,No
MBTA GPS - Track the T,Others,3.8,82.0,56.0,5000.0,Free,0.0,Everyone,Yes,No,No
A&W Restaurants,Others,1.7,14.0,13.0,1000.0,Free,0.0,Everyone,No,No,No
Familyfirst Messenger,MEDICAL,,1.0,33.0,10.0,Free,0.0,Everyone,No,No,No
Socrative Teacher,Others,3.9,1239.0,18.0,100000.0,Free,0.0,Everyone,No,No,No
Police Car Driving Sim,FAMILY,4.1,72522.0,51.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Pic Stitch - #1 Collage Maker,PHOTOGRAPHY,4.2,15426.0,50.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Workout Tracker & Gym Trainer - Fitness Log Book,HEALTH_AND_FITNESS,4.6,,21.0,500000.0,Free,0.0,Everyone,No,Yes,No
A&E - Watch Full Episodes of TV Shows,Others,4.0,29706.0,19.0,1000000.0,Free,0.0,Teen,Yes,No,No
Learn Spanish - Español,Others,4.7,32346.0,32.0,1000000.0,Free,0.0,Everyone,No,No,No
Stocard - Rewards Cards Wallet,Others,4.6,284725.0,20.0,10000000.0,Free,0.0,Everyone,No,No,No
Classic Calculator,TOOLS,4.0,85659.0,27.0,5000000.0,Free,0.0,Everyone,Yes,No,No
My Truck,TOOLS,2.5,247.0,82.0,10000.0,Free,0.0,Everyone,No,No,No
Orbia: Tap and Relax,Others,4.6,205501.0,270.0,5000000.0,Free,0.0,Everyone,Yes,Yes,Yes
What's Up,LIFESTYLE,4.1,23453.0,10.0,1000000.0,Free,0.0,Everyone,No,No,No
My Little Pony Rainbow Runners,FAMILY,4.3,33785.0,16.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Launcher Oreo 8.1,PERSONALIZATION,4.5,13466.0,34.0,500000.0,Free,0.0,Everyone,Yes,No,No
Putzmeister Experts,TOOLS,4.6,21.0,89.0,1000.0,Free,0.0,Everyone,No,No,No
AP Art History Flashcards,FAMILY,5.0,1.0,96.0,10.0,Paid,29.99,Mature 17+,No,No,No
ReadyOp DT,COMMUNICATION,4.6,8.0,11.0,1000.0,Free,0.0,Everyone,No,No,No
Redfin Real Estate: Search & Find Homes for Sale,Others,4.6,67431.0,270.0,5000000.0,Free,0.0,Everyone,No,No,Yes
BN Más Cerca de Usted,FINANCE,3.9,8185.0,45.0,500000.0,Free,0.0,Everyone,No,No,No
DK Eyewitness Audio Walks,Others,2.3,9.0,70.0,1000.0,Free,0.0,Everyone,No,No,No
AntennaPict β,COMMUNICATION,4.3,15439.0,22.0,1000000.0,Free,0.0,Everyone,No,No,No
VZ Navigator for Tablets,Others,3.6,285.0,39.0,500000.0,Free,0.0,Everyone,Yes,No,No
Baby puzzles,FAMILY,4.3,11950.0,19.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Feel Performer,COMMUNICATION,2.2,62.0,34.0,10000.0,Free,0.0,Everyone,No,No,No
BK Murli Dictionary (H to E),FAMILY,4.6,106.0,39.0,10000.0,Free,0.0,Everyone,Yes,No,No
CT Abdomen Pelvis,MEDICAL,4.0,36.0,36.0,10000.0,Free,0.0,Everyone,Yes,No,No
Walking: Pedometer diet,HEALTH_AND_FITNESS,3.7,1861.0,15.0,1000000.0,Free,0.0,Everyone,Yes,No,No
ChopAssistant,TOOLS,4.2,455.0,28.0,50000.0,Free,0.0,Everyone,Yes,No,No
Cars Coloring Pages,Others,4.4,1090.0,49.0,1000000.0,Free,0.0,Everyone,Yes,No,No
AU Results - AU COE Corner,FAMILY,4.0,664.0,21.0,100000.0,Free,0.0,Everyone,Yes,No,No
Tuberculose Dz,MEDICAL,4.9,26.0,61.0,1000.0,Free,0.0,Everyone,No,No,No
Sonic the Hedgehog™ Classic,GAME,4.4,125652.0,56.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
TeamWard – live help for LoL,FAMILY,4.8,3136.0,27.0,100000.0,Free,0.0,Everyone,No,No,No
Placement Tips for BE (CE/IT),FAMILY,4.4,7.0,63.0,500.0,Free,0.0,Everyone,No,No,No
Choices: Stories You Play,GAME,4.6,312204.0,93.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Masha and The Bear,FAMILY,4.0,39779.0,19.0,5000000.0,Free,0.0,Everyone,No,Yes,No
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538.0,60.0,5000000.0,Free,0.0,Teen,Yes,Yes,No
Vikings: an Archer's Journey,GAME,4.5,10256.0,39.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
Mad Dash Fo' Cash,GAME,5.0,14.0,16.0,100.0,Free,0.0,Everyone,Yes,No,No
Info BMKG,Others,4.3,21404.0,76.0,1000000.0,Free,0.0,Everyone,No,No,No
クリスタル オブ リユニオン【王国ストラテジーRPG】,Others,3.5,33802.0,270.0,500000.0,Free,0.0,Mature 17+,No,No,Yes
European Union Simulator,FAMILY,3.6,688.0,26.0,50000.0,Free,0.0,Everyone,Yes,Yes,No
AT&T Mobile Transfer,PRODUCTIVITY,4.6,22775.0,26.0,10000000.0,Free,0.0,Everyone,No,No,No
Munchery: Chef Crafted Fresh Food Delivered,Others,3.9,464.0,28.0,50000.0,Free,0.0,Everyone,No,No,No
EL AL Flights,Others,3.1,1563.0,36.0,100000.0,Free,0.0,Everyone,No,No,No
Financial Calculator BA Chien.,FINANCE,4.2,23.0,0.954,500.0,Paid,3.99,Everyone,No,No,No
AZ Camera - Manual Pro Cam,PHOTOGRAPHY,3.4,2332.0,16.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
Baby Panda Care,FAMILY,4.2,108795.0,49.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
BD Attendance,PRODUCTIVITY,4.8,93.0,14.0,1000.0,Free,0.0,Everyone,No,No,No
Wort Kreuz,Others,4.4,18928.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Harry Potter: Hogwarts Mystery,Others,4.5,312204.0,270.0,19970000.0,Free,0.0,Teen,No,Yes,Yes
Riptide GP: Renegade,Others,4.5,11018.0,270.0,100000.0,Paid,2.99,Everyone 10+,No,No,Yes
Bitcoin Bx (Thailand),FINANCE,4.5,101.0,69.0,10000.0,Free,0.0,Everyone,Yes,Yes,No
Avokiddo Emotions,FAMILY,4.6,73.0,12.0,1000.0,Paid,2.99,Everyone,No,No,No
Angry Shark 2016,FAMILY,4.0,73185.0,46.0,5000000.0,Free,0.0,Teen,Yes,Yes,No
Alabama Gameday Live,SPORTS,4.7,19.0,12.0,1000.0,Free,0.0,Everyone,Yes,No,No
Girly Lock Screen Wallpaper with Quotes,Others,4.2,,18.0,5000000.0,Free,0.0,Everyone,Yes,No,No
Police Detector (Speed Camera Radar),Others,4.3,3574.0,39.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
BH Táxi,BUSINESS,3.9,91.0,89.0,5000.0,Free,0.0,Everyone,No,No,No
EU Life Explorer,Others,4.0,2.0,12.0,50.0,Free,0.0,Everyone,Yes,No,No
Moment,Others,4.5,19583.0,37.0,1000000.0,Free,0.0,Teen,No,Yes,No
Weather,Others,4.2,18773.0,12.0,10000000.0,Free,0.0,Everyone,No,No,No
Foothills CP,FAMILY,5.0,4.0,78.0,100.0,Free,0.0,Teen,No,No,No
Weather by WeatherBug: Live Radar Map & Forecast,Others,,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Blogger,Others,3.7,138026.0,27.0,5000000.0,Free,0.0,Mature 17+,No,No,No
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241.0,41.0,19970000.0,Free,0.0,Everyone,No,No,No
Mirrors of Albion,Others,4.3,302512.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
FD Shift Calendar Widget,TOOLS,4.1,981.0,0.073,100000.0,Free,0.0,Everyone,No,No,No
The Sims™ Mobile,FAMILY,4.5,312204.0,89.0,10000000.0,Free,0.0,Teen,Yes,Yes,Yes
Prom MakeUp Tutorial,Others,4.8,104.0,12.0,10000.0,Free,0.0,Everyone,Yes,No,No
Ez iCam,PHOTOGRAPHY,3.1,7300.0,46.0,1000000.0,Free,0.0,Teen,Yes,No,No
Associated Credit Union Mobile,FINANCE,4.7,3290.0,12.0,50000.0,Free,0.0,Everyone,No,No,No
なめよん 〜なめこの 脱出ゲーム 〜,Others,3.4,2131.0,270.0,100000.0,Free,0.0,Everyone,Yes,No,Yes
FrostWire: Torrent Downloader & Music Player,Others,,253207.0,13.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
Score! Hero,GAME,4.6,312204.0,96.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
To Do List,PRODUCTIVITY,4.7,253155.0,35.0,5000000.0,Free,0.0,Everyone,No,No,No
BN Pro Black Text on White,Others,3.9,53.0,0.334,10000.0,Free,0.0,Everyone,No,No,No
FN Cam,PHOTOGRAPHY,3.4,181.0,10.0,10000.0,Free,0.0,Everyone,No,No,No
Google Assistant Go,TOOLS,3.7,315.0,46.0,500000.0,Free,0.0,Everyone,No,No,No
Toca Mystery House,FAMILY,4.2,,79.0,5000.0,Paid,3.99,Everyone,Yes,No,No
Mobile FC,SPORTS,4.1,5015.0,57.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
"Journey: Diary, Journal",LIFESTYLE,4.5,22629.0,270.0,1000000.0,Free,0.0,Everyone,No,Yes,Yes
SCB EASY,FINANCE,4.2,112656.0,93.0,5000000.0,Free,0.0,Everyone,No,No,No
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,Others,4.4,663.0,60.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
video player for android,Others,4.5,312204.0,13.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Space Pioneer: Action RPG PvP Alien Shooter,Others,4.1,38751.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Slime Evolution,Others,4.3,16273.0,270.0,500000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Angry Birds 2,GAME,4.6,,57.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
Friday the 13th: Killer Puzzle,Others,4.1,224976.0,270.0,10000000.0,Free,0.0,Mature 17+,Yes,Yes,Yes
"Startupticker.ch News, Events",Others,5.0,4.0,10.0,100.0,Free,0.0,Everyone,No,No,No
High Blood Pressure Symptoms,MEDICAL,4.0,531.0,23.0,100000.0,Free,0.0,Everyone,Yes,No,No
Builder Craft: House Building & Exploration,FAMILY,4.2,20807.0,52.0,1000000.0,Free,0.0,Everyone 10+,Yes,No,No
Wi-Fi Networks,PRODUCTIVITY,4.2,115.0,14.0,10000.0,Free,0.0,Everyone,No,No,No
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217.0,94.0,50000.0,Free,0.0,Teen,Yes,No,No
SCM FPS Status,BUSINESS,,123.0,33.0,10000.0,Free,0.0,Everyone,No,No,No
CT Brain Interpretation,FAMILY,5.0,3.0,29.0,500.0,Free,0.0,Everyone,Yes,No,No
Oddworld: New 'n' Tasty,GAME,4.6,1475.0,34.0,10000.0,Paid,4.99,Teen,No,No,No
Alarm.fo – choose your info,Others,4.4,19.0,31.0,1000.0,Free,0.0,Everyone,No,No,No
Coloring & Learn,FAMILY,4.4,12753.0,51.0,5000000.0,Free,0.0,Everyone,Yes,Yes,No
Aurum Blade EX,FAMILY,4.3,28151.0,17.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,No
Q,FAMILY,4.2,69126.0,60.0,1000000.0,Free,0.0,Everyone,No,No,No
Amazon Drive,PRODUCTIVITY,4.4,18669.0,41.0,1000000.0,Free,0.0,Everyone,No,No,No
How it works: AK-74N,FAMILY,4.4,1031.0,48.0,100000.0,Free,0.0,Everyone,No,No,No
Living Room Decorating Ideas,Others,4.0,4465.0,58.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Dp for girls,Others,4.2,175.0,82.0,50000.0,Free,0.0,Everyone,Yes,No,No
Fr Agnel Ambarnath,FAMILY,4.2,117.0,13.0,5000.0,Free,0.0,Everyone,Yes,No,No
EB Events,Others,3.3,97.0,16.0,10000.0,Free,0.0,Everyone,No,No,No
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031.0,58.0,1000000.0,Free,0.0,Everyone,Yes,Yes,No
CL Clock,BUSINESS,2.7,7.0,13.0,1000.0,Free,0.0,Everyone,No,No,No
dB Sound Meter,TOOLS,4.1,29.0,23.0,5000.0,Free,0.0,Everyone,Yes,No,No
File Explorer,PRODUCTIVITY,4.1,,0.72,100000.0,Free,0.0,Everyone,Yes,No,No
Mobile Royale MMORPG - Build a Strategy for Battle,Others,4.2,115582.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
War Robots. 6v6 Tactical Multiplayer Battles,Others,4.0,312204.0,270.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Diary with lock,LIFESTYLE,4.6,312204.0,44.0,10000000.0,Free,0.0,Everyone,Yes,Yes,No
SnipSnap Coupon App,Others,4.2,9975.0,18.0,1000000.0,Free,0.0,Everyone,Yes,No,No
e-Boks.dk,PRODUCTIVITY,3.2,6752.0,33.0,1000000.0,Free,0.0,Everyone,No,No,No
Chinese Chess ( Xiangqi Free ),GAME,4.6,963.0,41.0,50000.0,Free,0.0,Everyone,Yes,No,No
EC Security,LIFESTYLE,4.5,13.0,28.0,1000.0,Free,0.0,Everyone,No,No,No
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417.0,29.0,10000.0,Paid,3.28,Everyone,No,No,No
Cooking Craze: The Global Kitchen Cooking Game,Others,4.2,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
H Pack,LIFESTYLE,4.3,9412.0,17.0,1000000.0,Free,0.0,Everyone,No,No,No
Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451.0,47.0,10000000.0,Free,0.0,Everyone,Yes,No,No
피카 : 바른연애 길잡이,Others,4.3,12024.0,270.0,500000.0,Free,0.0,Teen,No,Yes,Yes
Duaa Ek Ibaadat,BOOKS_AND_REFERENCE,4.9,122.0,26.0,5000.0,Free,0.0,Everyone,No,No,No
Recycling Cy,LIFESTYLE,4.0,47.0,45.0,1000.0,Free,0.0,Everyone,No,No,No
Real City Car Driver,GAME,3.7,312204.0,22.0,10000000.0,Free,0.0,Mature 17+,Yes,No,No
Wii U Simulator,FAMILY,3.4,1178.0,38.0,100000.0,Free,0.0,Everyone 10+,Yes,No,No
Talking Husky Dog,FAMILY,4.4,26545.0,40.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Miracle Merchant,Others,4.0,6629.0,270.0,500000.0,Free,0.0,Everyone,Yes,Yes,Yes
B,FINANCE,3.7,800.0,32.0,50000.0,Free,0.0,Everyone,No,No,No
FRAG Pro Shooter,Others,4.3,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,Yes,Yes
Wallpapers HD,PERSONALIZATION,4.6,312204.0,21.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Waterfall Photo Frames,PHOTOGRAPHY,4.5,10349.0,11.0,1000000.0,Free,0.0,Everyone,Yes,No,No
BayPort CU Mobile Banking,FINANCE,4.7,2374.0,16.0,10000.0,Free,0.0,Everyone,No,No,No
FP Notebook,MEDICAL,4.5,408.0,60.0,50000.0,Free,0.0,Everyone,No,Yes,No
Siren Ringtones,PERSONALIZATION,4.2,42190.0,11.0,5000000.0,Free,0.0,Teen,Yes,No,No
The Cube,GAME,4.2,70226.0,38.0,5000000.0,Free,0.0,Everyone,Yes,No,No
EZ Screenshot,TOOLS,4.4,55.0,14.0,5000.0,Free,0.0,Everyone,Yes,Yes,No
"Insight Timer - Meditation, Sleep, Music",HEALTH_AND_FITNESS,4.9,126796.0,270.0,5000000.0,Free,0.0,Everyone,No,Yes,Yes
Fast Tract Diet,HEALTH_AND_FITNESS,4.4,35.0,24.0,1000.0,Paid,7.99,Everyone,No,No,No
"Meditopia: Sleep, Meditation, Breathing",HEALTH_AND_FITNESS,4.6,157505.0,270.0,10000000.0,Free,0.0,Everyone,No,Yes,Yes
Jetpack Joyride,GAME,4.4,312204.0,96.0,19970000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Brexit EU,FAMILY,4.4,7.0,75.0,500.0,Free,0.0,Everyone,Yes,No,No
Draw with FP sDraw,TOOLS,,3268.0,0.467,100000.0,Free,0.0,Everyone,No,No,No
Kimbrough AH,MEDICAL,5.0,5.0,28.0,100.0,Free,0.0,Everyone,No,No,No
Real DJ Simulator,FAMILY,4.0,68664.0,55.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180.0,54.0,1000000.0,Free,0.0,Everyone,No,No,No
Dr. Shogi,GAME,3.3,19291.0,51.0,1000000.0,Free,0.0,Everyone,Yes,No,No
USE Credit Union Mobile,FINANCE,,964.0,14.0,10000.0,Free,0.0,Everyone,Yes,No,No
First Hawaiian Bank Mobile,FINANCE,2.1,232.0,29.0,10000.0,Free,0.0,Everyone,No,No,No
Tropicats: Match 3 Games on a Tropical Island,Others,4.5,90834.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Quizlet: Learn Languages & Vocab with Flashcards,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Cardio Journal — Blood Pressure Log,MEDICAL,4.5,3320.0,83.0,100000.0,Free,0.0,Everyone,No,Yes,No
Just A Regular Arcade,GAME,4.2,40847.0,94.0,1000000.0,Free,0.0,Everyone,Yes,No,No
Brave Conquest,Others,4.2,26161.0,270.0,500000.0,Free,0.0,Teen,No,Yes,Yes
Zlax.io Zombs Luv Ax,GAME,4.6,6344.0,32.0,500000.0,Free,0.0,Everyone,Yes,No,No
Messenger,Others,4.1,68025.0,39.0,10000000.0,Free,0.0,Everyone,Yes,No,No
EY Digi India Personal Tax,BUSINESS,4.0,2.0,17.0,100.0,Free,0.0,Everyone,No,No,No
CircleCI Viewer,PRODUCTIVITY,4.6,,32.0,1000.0,Free,0.0,Everyone,No,No,No
TALION,Others,3.8,3844.0,270.0,1000000.0,Free,0.0,Teen,Yes,Yes,Yes
Car Parking Crane N Drifting,FAMILY,4.2,,71.0,50000.0,Free,0.0,Everyone,Yes,No,No
Third Eye,TOOLS,4.4,19877.0,45.0,1000000.0,Free,0.0,Everyone,No,No,No
FE Civil Engineering Exam Prep,FAMILY,2.8,9.0,21.0,1000.0,Free,0.0,Everyone,No,Yes,No
Xbox,FAMILY,4.3,312204.0,46.0,10000000.0,Free,0.0,Everyone,No,No,No
CQ Mobile,FINANCE,2.7,36.0,18.0,1000.0,Free,0.0,Everyone,No,No,No
Uncharted Wars: Oceans & Empires,Others,3.9,48516.0,270.0,1000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
Bendy in Nightmare Run,Others,4.3,86076.0,270.0,5000000.0,Free,0.0,Teen,Yes,Yes,Yes
Word Cookies!®,Others,4.6,312204.0,270.0,10000000.0,Free,0.0,Everyone,Yes,Yes,Yes
Talking Angela,Others,3.7,,52.0,19970000.0,Free,0.0,Everyone,Yes,Yes,No
Cookie Cats Pop,Others,4.6,78219.0,270.0,1000000.0,Free,0.0,Everyone,Yes,Yes,Yes
BW-GnuGo,GAME,4.1,64.0,13.0,5000.0,Free,0.0,Everyone,No,No,No
King of Math,FAMILY,4.4,766.0,14.0,10000.0,Paid,2.99,Everyone,No,No,No
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705.0,15.0,1000000.0,Free,0.0,Everyone,Yes,No,No
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29.0,53.0,5000.0,Free,0.0,Everyone,No,No,No
Sokoban Land DX,FAMILY,3.9,46.0,20.0,10000.0,Paid,2.99,Everyone,No,No,No
EO Global,BUSINESS,2.6,,89.0,1000.0,Free,0.0,Everyone,No,No,No
BM SPM Practice,FAMILY,5.0,6.0,92.0,1000.0,Free,0.0,Everyone,No,No,No
South Florida AA Meetings,LIFESTYLE,5.0,10.0,21.0,1000.0,Free,0.0,Everyone,No,No,No
Candy Crush Friends Saga,Others,4.6,312204.0,270.0,19970000.0,Free,0.0,Everyone,Yes,Yes,Yes
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,,8.0,65.0,100.0,Paid,12.99,Everyone,No,No,No
Medite.se,HEALTH_AND_FITNESS,2.3,5646.0,270.0,500000.0,Free,0.0,Everyone,No,No,Yes
FD e-paper,Others,3.1,183.0,71.0,10000.0,Free,0.0,Everyone,Yes,Yes,No
Math Solver,FAMILY,4.3,2250.0,30.0,100000.0,Free,0.0,Everyone,Yes,Yes,No
HD Camera for Android,PHOTOGRAPHY,4.1,312204.0,40.0,10000000.0,Free,0.0,Everyone,Yes,No,No
Auto Chess,Others,4.0,221150.0,270.0,5000000.0,Free,0.0,Everyone 10+,Yes,Yes,Yes
DG Smart life,TOOLS,2.1,14.0,28.0,1000.0,Free,0.0,Everyone,No,No,No
"Omlet Arcade - Screen Recorder, Live Stream Games",Others,4.4,312204.0,270.0,19970000.0,Free,0.0,Teen,Yes,Yes,Yes
F-Secure AV Test,TOOLS,,1250.0,0.241,50000.0,Free,0.0,Everyone,No,No,No
